No;Komoditas;Tanggal;Provinsi;Kota / Kelurahan;Pasar;Harga (Rp)
1;Cabai Rawit Merah;01/01/2019;Jawa Barat;Kota Bekasi;Pasar Kranji;-
2;Cabai Rawit Merah;01/01/2019;Jawa Barat;Kota Bekasi;Pasar Pondok Gede;-
3;Cabai Rawit Merah;01/01/2019;Jawa Barat;Kota Depok;Pasar Agung;-
4;Cabai Rawit Merah;01/01/2019;Jawa Barat;Kota Depok;Pasar Cisalak;-
5;Cabai Rawit Merah;01/01/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;-
6;Cabai Rawit Merah;01/01/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;-
7;Cabai Rawit Merah;01/01/2019;Jawa Barat;Kota Tasikmalaya;Pasar Pancasila;-
8;Cabai Rawit Merah;01/01/2019;Jawa Barat;Kota Tasikmalaya;Pasar Cikurubuk;-
9;Cabai Rawit Merah;01/01/2019;Jawa Barat;Kota Bogor;Pasar Anyar;-
10;Cabai Rawit Merah;01/01/2019;Jawa Barat;Kota Bogor;Pasar Warung Jambu 2;-
11;Cabai Rawit Merah;01/01/2019;Jawa Barat;Kota Cirebon;Pasar Kanoman;-
12;Cabai Rawit Merah;01/01/2019;Jawa Barat;Kota Cirebon;Pasar Kramat;-
13;Cabai Rawit Merah;01/01/2019;Jawa Barat;Kota Sukabumi;Pasar Gudang;-
14;Cabai Rawit Merah;01/01/2019;Jawa Barat;Kota Sukabumi;Pasar Pelita;-
15;Cabai Rawit Merah;01/01/2019;Jawa Barat;Kab. Cirebon;Pasar Weru;-
16;Cabai Rawit Merah;01/01/2019;Jawa Barat;Kab. Cirebon;Pasar Mundu;-
17;Cabai Rawit Merah;01/01/2019;Jawa Barat;Kab. Tasikmalaya;Pasar Singaparna;-
18;Cabai Rawit Merah;01/01/2019;Jawa Barat;Kab. Tasikmalaya;Pasar Manonjaya;-
19;Cabai Rawit Merah;02/01/2019;Jawa Barat;Kota Bekasi;Pasar Kranji;60000
20;Cabai Rawit Merah;02/01/2019;Jawa Barat;Kota Bekasi;Pasar Pondok Gede;50000
21;Cabai Rawit Merah;02/01/2019;Jawa Barat;Kota Depok;Pasar Agung;52500
22;Cabai Rawit Merah;02/01/2019;Jawa Barat;Kota Depok;Pasar Cisalak;57500
23;Cabai Rawit Merah;02/01/2019;Jawa Barat;Kota Bandung;Pasar Kosambi;75000
24;Cabai Rawit Merah;02/01/2019;Jawa Barat;Kota Bandung;Pasar Kiara Condong;80000
25;Cabai Rawit Merah;02/01/2019;Jawa Barat;Kota Tasikmalaya;Pasar Pancasila;51500
26;Cabai Rawit Merah;02/01/2019;Jawa Barat;Kota Tasikmalaya;Pasar Cikurubuk;50000
27;Cabai Rawit Merah;02/01/2019;Jawa Barat;Kota Bogor;Pasar Anyar;65000
28;Cabai Rawit Merah;02/01/2019;Jawa Barat;Kota Bogor;Pasar Warung Jambu 2;65000
29;Cabai Rawit Merah;02/01/2019;Jawa Barat;Kota Cirebon;Pasar Kanoman;69000
30;Cabai Rawit Merah;02/01/2019;Jawa Barat;Kota Cirebon;Pasar Kramat;60000
31;Cabai Rawit Merah;02/01/2019;Jawa Barat;Kota Sukabumi;Pasar Gudang;57500
32;Cabai Rawit Merah;02/01/2019;Jawa Barat;Kota Sukabumi;Pasar Pelita;61000
33;Cabai Rawit Merah;02/01/2019;Jawa Barat;Kab. Cirebon;Pasar Weru;60000
34;Cabai Rawit Merah;02/01/2019;Jawa Barat;Kab. Cirebon;Pasar Mundu;60000
35;Cabai Rawit Merah;02/01/2019;Jawa Barat;Kab. Tasikmalaya;Pasar Singaparna;50000
36;Cabai Rawit Merah;02/01/2019;Jawa Barat;Kab. Tasikmalaya;Pasar Manonjaya;47500
37;Cabai Rawit Merah;03/01/2019;Jawa Barat;Kota Bekasi;Pasar Kranji;60000
